"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-10-28","9.62",,"0.00","0.0","0.0","54","77","34","  190","  190","16.1","19.9",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-10-29","10.51",,"0.00","0.0","0.0","60","79","40","  360","  360","38.9","49.0",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-10-30","6.04",,"0.22","0.0","0.0","44","43","33","  360","  350","14.1","16.1","    1","    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-10-31","8.05",,"0.00","0.0","0.0","36","46","30","  150","  180","16.1","19.9","    1",,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-11-01","8.72",,"0.00","0.0","0.0","41","55","34","  290","  310","21.9","29.1",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-11-02","14.99",,"0.00","0.0","0.0","45","65","29","  290","  280","46.1","57.9",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-11-03","14.99",,"0.03","0.0","0.0","48","54","30","  360","  360","33.1","47.0",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-11-04","7.83",,"0.00","0.0","0.0","39","56","26","  270","  230","15.0","23.0",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-11-05","9.40",,"0.00","0.0","0.0","45","56","27","  270","  260","31.1","40.0",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-11-06","10.07",,"0.00","0.0","0.0","39","51","26","  310","  320","33.1","40.9",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-11-07","7.61",,"0.00","0.0","0.0","35","44","27","   90","   90","16.1","19.9","    1",,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-11-08","7.38",,"0.00","0.0","0.0","31","38","19","   30","  200","16.1","19.0","    1",,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-11-09","9.17",,"0.00","0.0","0.0","28","49","15","  120","  110","18.1","23.9",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-11-10","10.51",,"0.00","0.0","0.0","41","58","27","   50","   40","25.9","35.1",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-11-11","11.41",,"0.17","1.8","0.0","30","30","22","   30","   50","18.1","21.9","    1","    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-11-12","8.72",,"0.03","0.8","1.2","22","25","10","   30","   30","16.1","19.9","    1",,,,,,,"    1",
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-11-13","7.16",,"0.00","0.0","1.2","28","48","12","  200","  190","15.0","18.1",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-11-14","9.62",,"0.00","0.0","0.0","42","63","34","  210","  200","17.0","21.0",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-11-15","10.07",,"0.00","0.0","0.0","47","59","31","  210","  270","17.0","23.0",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-11-16","9.84",,"0.00","0.0","0.0","42","55","32","   40","   50","21.9","28.0",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-11-17","9.84",,"0.04","0.2","0.0","32","34","20","   80","   80","23.0","28.0","    1",,,,,"    1",,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-11-18","5.37",,"0.00","0.0","0.0","28","48","19","  170","  170","16.1","18.1",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-11-19","9.62",,"0.00","0.0","0.0","34","49","21","  160","   70","15.0","18.1",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-11-20","7.83",,"0.00","0.0","0.0","36","58","22","  210","  190","14.1","19.0",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-11-21","9.40",,"0.00","0.0","0.0","43","61","30","  170","  230","16.1","19.9",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-11-22","10.07",,"0.00","0.0","0.0","46","61","36","  270","  270","19.9","28.0",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-11-23","16.33",,"0.00","0.0","0.0","46","53","29","  290","  290","35.1","49.0",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-11-24","14.99",,"0.03","0.7","0.0","39","59","27","  330","  320","48.1","62.0","    1",,,,,,"    1","    1",
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-11-25","9.17",,"0.00","0.0","0.0","31","41","17","   10","  350","29.1","42.9","    1",,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-11-26","7.83",,"0.00","0.0","0.0","30","51","20","  280","  280","16.1","23.0",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-11-27","10.29",,"0.00","0.0","0.0","41","55","24","  260","  260","21.9","29.1",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-11-28","10.51",,"0.00","0.0","0.0","49","58","29","  220","  200","25.9","46.1",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-11-29","7.16",,"0.00","0.0","0.0","40","49","29","  170","  240","16.1","19.0",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-11-30","8.28",,"0.05","1.0","0.0","32","35","26","  270","  270","15.0","21.0","    1","    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-12-01","9.84",,"0.00","0.0","1.2","33","44","20","  360","  350","29.1","36.9","    1","    1",,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-12-02","6.71",,"0.00","0.0","0.0","28","37","15","   30","   30","17.0","21.0",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-12-03","4.47",,"0.00","0.0","0.0","27","34","19","   50","  140","10.1","14.1","    1",,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-12-04","9.84",,"0.00","0.0","0.0","27","38","14","  250","  270","21.9","31.1","    1",,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-12-05","9.17",,"0.00","0.0","0.0","30","49","16","   70","  360","21.0","23.0",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-12-06","8.50",,"0.00","0.0","0.0","23","31","18","  150","  150","16.1","19.9",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-12-07","9.17",,"0.00","0.0","0.0","26","43","18","   90","  110","16.1","23.0",,,,,,,,"    1",
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-12-08","8.28",,"0.00","0.0","0.0","29","49","19","  100","   80","16.1","21.0",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-12-09","6.04",,"0.00","0.0","0.0","31","45","17","  210","  210","16.1","19.9",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-12-10","10.51",,"0.00","0.0","0.0","36","59","16","  210","  220","19.9","25.9",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-12-11","12.75",,"0.00","0.0","0.0","44","59","26","  310","  310","35.1","42.9",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-12-12","17.00",,"0.00","0.0","0.0","40","57","32","   10","   10","38.9","53.0",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-12-13","11.18",,"0.00","0.0","0.0","34","40","21","  350","  340","25.1","33.1",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-12-14","10.51",,"0.00","0.0","0.0","33","54","19","  130","  120","21.0","25.9",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-12-15","7.38",,"0.00","0.0","0.0","40","55","28","  280","  290","19.9","25.1",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-12-16","10.29",,"0.00","0.0","0.0","40","60","25","  210","  210","17.0","21.0",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-12-17","7.61",,"0.00","0.0","0.0","40","59","26","  220","  240","13.0","16.1",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-12-18","7.61",,"0.00","0.0","0.0","44","57","25","  210","  210","15.0","21.0",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-12-19","15.66",,"0.00","0.0","0.0","42","50","28","  310","  320","33.1","42.1",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-12-20","8.72",,"0.00","0.0","0.0","33","48","19","  170","  160","16.1","19.0",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-12-21","12.30",,"0.00","0.0","0.0","41","63","24","  270","  280","30.0","42.9",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-12-22","11.63",,"0.00","0.0","0.0","35","38","15","  130","   60","23.9","29.1",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-12-23","7.16",,"0.00","0.0","0.0","28","52","11","  210","  210","16.1","19.0",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-12-24","6.71",,"0.00","0.0","0.0","36","47","20","  170","  160","15.0","17.0",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-12-25","7.61",,"0.00","0.0","0.0","32","47","20","  300","  310","15.0","18.1",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-12-26","9.84",,"0.00","0.0","0.0","27","37","19","   40","   40","19.9","23.9","    1",,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-12-27","12.97",,"0.00","0.0","0.0","24","30","13","  350","  350","31.1","38.9",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-12-28","6.26",,"0.00","0.0","0.0","16","22","9","   70","   60","12.1","17.0",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-12-29","7.61",,"0.00","0.0","0.0","17","39","5","  200","  200","16.1","19.9",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-12-30","10.07",,"0.00","0.0","0.0","35","53","27","  210","  200","19.9","27.1",,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2018-12-31","14.09",,"0.03","0.5","0.0","23","32","0","   20","   20","31.1","40.0","    1",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-01-01","12.75",,"0.07","0.0","0.0","56","59","44","  360","  350","25.1","35.1","    1",,,,,,,"    1",
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-01-02","18.12",,"0.00","0.0","0.0","48","55","44","   10","  360","25.9","36.0",,,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-01-03","13.87",,"1.15","0.0","0.0","48","52","36","  290","  280","35.1","45.0","    1",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-01-04","10.96",,"0.00","0.0","0.0","41","53","31","  270","  260","21.9","29.1",,,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-01-05","7.83",,"0.00","0.0","0.0","42","55","31","  340","  340","19.9","23.9",,,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-01-06","8.72",,"0.00","0.0","0.0","46","58","37","   10","  360","18.1","23.0",,,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-01-07","12.30",,"0.00","0.0","0.0","50","66","41","   50","   60","21.0","25.1",,,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-01-08","6.49",,"0.00","0.0","0.0","59","72","49","   90","  100","14.1","19.0",,,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-01-09","8.72",,"0.00","0.0","0.0","65","77","56","   70","   60","17.0","25.1","    1",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-01-10","6.71",,"0.02","0.0","0.0","68","75","64","   70",,"12.1",,"    1",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-01-11","6.93",,"0.00","0.0","0.0","70","82","62","  180","  170","15.0","21.9","    1",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-01-12","12.53",,"0.05","0.0","0.0","70","81","62","  200","  200","25.1","33.1","    1","    1",,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-01-13","10.96",,"0.00","0.0","0.0","60","63","46","  280","  290","18.1","23.9",,,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-01-14","12.53",,"0.00","0.0","0.0","49","61","39","   20","  350","21.0","25.1",,,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-01-15","13.42",,"0.00","0.0","0.0","52","66","45","   30","  350","19.9","23.9",,,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-01-16","8.50",,"0.00","0.0","0.0","55","73","45","  360","   10","16.1","19.9",,,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-01-17","9.62",,"0.00","0.0","0.0","57","71","39","  330","  290","21.9","28.0",,,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-01-18","9.62",,"0.00","0.0","0.0","41","53","27","  320","  330","17.0","21.9",,,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-01-19","4.25",,"0.00","0.0","0.0","47","66","35","   10","  180","12.1","14.1",,,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-01-20","4.92",,"0.00","0.0","0.0","56","71","45","   60","   70","12.1","14.1",,,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-01-21","6.93",,"0.00","0.0","0.0","63","78","55","  100","  110","15.0","19.0",,,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-01-22","8.28",,"0.00","0.0","0.0","67","81","56","  130","  130","18.1","23.9","    1",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-01-23","8.50",,"0.04","0.0","0.0","71","83","59","  230","  190","18.1","23.0","    1",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-01-24","8.05",,"0.00","0.0","0.0","62","71","49","  360","  350","14.1","17.0",,,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-01-25","14.54",,"0.00","0.0","0.0","58","70","50","   30","   30","25.9","31.1",,,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-01-26","12.08",,"0.00","0.0","0.0","60","75","49","  100","  100","25.1","31.1",,,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-01-27","10.74",,"0.00","0.0","0.0","67","77","60","  100","   90","21.9","29.1",,,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-01-28","7.61",,"0.34","0.0","0.0","68","80","62","  130","  130","18.1","25.1","    1",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-01-29","11.41",,"0.43","0.0","0.0","69","74","57","  340","  190","18.1","23.0","    1",,"    1",,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-01-30","11.63",,"0.00","0.0","0.0","56","64","45","  330","  340","21.9","25.9",,,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-01-31","9.84",,"0.00","0.0","0.0","53","70","44","   60","   60","17.0","21.0",,,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-02-01","4.03",,"0.00","0.0","0.0","60","75","49","  200","  110","13.0","17.0",,,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-02-02","7.83",,"0.00","0.0","0.0","64","76","56","   40","   30","23.0","27.1",,,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-02-03","10.96",,"0.00","0.0","0.0","61","69","55","   80","   70","17.0","23.0",,,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-02-04","9.84",,"0.35","0.0","0.0","66","77","59","  170","  180","23.0","31.1","    1",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-02-05","7.16",,"0.00","0.0","0.0","68","76","53","   80","  280","14.1","17.0",,,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-02-06","6.49",,"0.00","0.0","0.0","64","83","52","  100","   80","16.1","19.9",,,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-02-07","6.93",,"0.00","0.0","0.0","70","82","62","  170","  150","21.0","25.9",,,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-02-08","6.93",,"0.00","0.0","0.0","71","82","62","   20","   20","23.0","25.9",,,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-02-09","8.95",,"0.00","0.0","0.0","69","83","60","  100","  110","16.1","21.0",,,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-02-10","7.16",,"0.00","0.0","0.0","72","86","62","  170","  150","16.1","21.0","    1","    1",,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-02-11","10.07",,"0.00","0.0","0.0","74","87","66","  170","  170","21.0","29.1",,,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-02-12","7.16",,"0.00","0.0","0.0","76","86","69","  190","  180","16.1","19.9","    1",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-02-13","6.93",,"0.01","0.0","0.0","75","84","65","   10","   30","17.0","19.9","    1",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-02-14","8.72",,"0.00","0.0","0.0","69","78","61","   50","   20","16.1","18.1","    1","    1",,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-02-15","2.68",,"0.00","0.0","0.0","68","83","61","  110","  100","13.0","18.1","    1","    1",,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-02-16","5.37",,"0.00","0.0","0.0","72","85","58","  270","  280","14.1","18.1","    1",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-02-17","5.14",,"0.00","0.0","0.0","71","84","57","  200","  180","16.1","21.0","    1","    1",,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-02-18","5.14",,"0.00","0.0","0.0","71","86","54","   60","   50","19.9","23.9","    1",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-02-19","9.17",,"0.00","0.0","0.0","72","84","63","  110","   90","21.0","25.1","    1",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-02-20","10.29",,"0.00","0.0","0.0","75","87","67","  110","   80","19.9","25.9",,,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-02-21","9.62",,"0.00","0.0","0.0","76","85","67","  110","  100","18.1","29.1","    1",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-02-22","8.50",,"0.00","0.0","0.0","74","85","66","  110","  100","17.0","23.9",,,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-02-23","8.50",,"0.00","0.0","0.0","73","85","65","  110","  110","17.0","21.9",,,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-02-24","7.38",,"0.00","0.0","0.0","73","85","63","  110","  120","17.0","23.9","    1",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-02-25","6.93",,"0.00","0.0","0.0","73","87","63","  100","  130","15.0","19.9","    1",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-02-26","8.95",,"0.00","0.0","0.0","76","88","69","  220","  200","16.1","23.9",,,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-02-27","11.86",,"0.00","0.0","0.0","75","84","62","   60","   60","21.9","25.9",,,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-02-28","6.04",,"0.00","0.0","0.0","70","85","58","  100","  100","15.0","19.0",,,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-03-01","11.18",,"0.00","0.0","0.0","74","87","63","  240","  260","21.9","29.1",,,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-03-02","7.83",,"0.04","0.0","0.0","74","84","60","  350","  350","21.0","23.9",,,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-03-03","11.41",,"0.00","0.0","0.0","64","74","50","  340","  340","19.9","25.1",,,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-03-04","10.51",,"0.00","0.0","0.0","58","72","46","   10","   20","21.0","25.9",,,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-03-05","6.04",,"0.00","0.0","0.0","59","77","48","   70","   50","16.1","19.0",,,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-03-06","8.50",,"0.01","0.0","0.0","65","81","49","  240","  240","19.9","25.9","    1",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-03-07","13.65",,"0.05","0.0","0.0","68","74","57","  330","  320","23.9","31.1",,,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-03-08","12.53",,"0.00","0.0","0.0","57","65","48","  280","  280","21.9","30.0",,,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-03-09","6.49",,"0.00","0.0","0.0","55","70","42","  100","  100","15.0","17.0",,,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-03-10","5.37",,"0.00","0.0","0.0","58","73","42","  150","  150","19.9","23.0",,,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-03-11","5.82",,"0.00","0.0","0.0","70","84","59","  260","  220","13.0","18.1","    1",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-03-12","16.11",,"0.03","0.0","0.0","70","74","52","  330","  270","29.1","38.9","    1",,,,,,"    1",,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-03-13","8.28",,"0.00","0.0","0.0","55","67","45","  340","  350","17.0","21.0",,,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-03-14","10.29",,"0.00","0.0","0.0","57","69","45","  300","  290","21.0","25.1",,,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-03-15","6.49",,"0.00","0.0","0.0","58","71","44","  270","  270","12.1","16.1",,,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-03-16","4.25",,"0.00","0.0","0.0","59","78","37","  210","  270","12.1","19.0","    1",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-03-17","5.82",,"0.00","0.0","0.0","66","83","52","  230","  230","15.0","19.9",,,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-03-18","6.49",,"0.00","0.0","0.0","70","85","52","  290","  280","14.1","21.0",,,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-03-19","6.26",,"0.29","0.0","0.0","73","86","63","   10","  360","21.0","23.9","    1",,"    1",,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-03-20","12.75",,"0.37","0.0","0.0","71","83","62","  210","  200","29.1","36.0","    1",,"    1",,,,,"    1",
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-03-21","14.32",,"0.00","0.0","0.0","64","70","56","  280","  260","28.0","36.0",,,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-03-22","11.18",,"0.00","0.0","0.0","58","69","49","  330","  280","21.0","27.1",,,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-03-23","6.71",,"0.00","0.0","0.0","59","73","46","  310","  310","15.0","19.0",,,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-03-24","3.80",,"0.00","0.0","0.0","62","79","47","  140","  180","13.0","15.0",,,,,,,,"    1",
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-03-25","8.50",,"0.00","0.0","0.0","68","85","54","  230","  240","18.1","36.9",,,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-03-26","11.63",,"0.00","0.0","0.0","71","79","65","   40","   40","23.9","27.1",,,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-03-27","11.41",,"0.00","0.0","0.0","69","78","61","   90","  100","23.0","29.1",,,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-03-28","9.84",,"0.00","0.0","0.0","69","82","58","  150","  130","18.1","25.1",,,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-03-29","10.07",,"0.00","0.0","0.0","72","84","61","  150","  160","23.0","28.0",,,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-03-30","8.72",,"0.00","0.0","0.0","73","86","62","  320","  320","21.0","27.1",,,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-03-31","11.86",,"0.04","0.0","0.0","70","74","64","   30","   30","19.9","23.9","    1",,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-04-01","7.16",,"0.00","0.0","0.0","70","86","63","   70","   80","19.9","23.0","    1","    1","    1",,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-04-02","6.71",,"0.00","0.0","0.0","74","87","67","  110","   90","19.9","23.9",,,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-04-03","8.95",,"0.00","0.0","0.0","76","88","66","  100","  100","17.0","23.0",,,,,,,,,
"USW00012815","ORLANDO INTERNATIONAL AIRPORT, FL US","2018-04-04","8.50",,"0.00","0.0","0.0","76","88","64","  320","  320","23.0","29.1","    1",,,,,,,,
